,auc,f1,model,npv,precision,recall
0,0.7861536927000954,0.48345323741007196,RandomForestClassifier,0.9314553990610329,0.3302211302211302,0.9020134228187919
1,0.7748420467661266,0.46960167714884704,LogisticRegression,0.9257375381485249,0.317430325932924,0.9020134228187919
2,0.7840852676726656,0.47592267135325134,XGBClassifier,0.932,0.3223809523809524,0.9087248322147651
3,0.7728608273130139,0.4770707429790259,SVC,0.9282945736434108,0.324468085106383,0.9006711409395973
4,0.7194334487524758,0.43113772455089827,KNeighborsClassifier,0.9092261904761905,0.28171334431630973,0.9181208053691275
